State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn,service_calls_bin,day_charge_per_min,day_min_per_call,day_charge_per_call,eve_charge_per_min,eve_min_per_call,eve_charge_per_call,night_charge_per_min,night_min_per_call,night_charge_per_call,total_minutes,total_calls,total_charge,total_charge_per_min,total_min_per_call,total_charge_per_call,day_minutes_ratio,day_charge_ratio,day_minutes_group,cs_calls_group,cs_bin,day_min_bin,account_bin,intl_bin,charge_bin
SC,78,415,No,No,0,155.0,106,26.35,175.3,101,14.9,155.6,125,7.0,11.8,5,3.19,2,0,2-4,0.17,1.4622641509433962,0.24858490566037736,0.0849971477467199,1.7356435643564359,0.14752475247524752,0.04498714652956298,1.2448,0.056,497.7,337,51.44,0.10335543500100462,1.476854599406528,0.15264094955489613,0.31143258991360256,0.5122472783825817,Low Day Minutes,High CS Calls,2-3,Q2 (143-180 min),Q2 (73-100 days),Q3 (10-12 min),Q1 (23-52$)
PA,61,408,No,Yes,31,288.7,101,49.08,203.8,102,17.32,203.2,49,9.14,8.6,3,2.32,0,0,0-1,0.17000346380325598,2.8584158415841583,0.48594059405940593,0.08498527968596663,1.9980392156862745,0.16980392156862745,0.04498031496062992,4.146938775510204,0.18653061224489798,704.3000000000001,255,77.86,0.11054948175493397,2.7619607843137257,0.30533333333333335,0.40991054948175487,0.6303621885435396,High Day Minutes,Low CS Calls,0-1,Q4 (216-351 min),Q1 (1-73 days),Q2 (8-10 min),Q4 (67-96$)
MT,58,510,No,Yes,29,240.4,80,40.87,118.9,91,10.11,164.2,108,7.39,11.2,3,3.02,1,0,0-1,0.17000831946755407,3.005,0.510875,0.08502943650126156,1.3065934065934066,0.1110989010989011,0.04500609013398295,1.5203703703703704,0.06842592592592592,534.7,282,61.39,0.11481204413689919,1.896099290780142,0.21769503546099292,0.4495979053674958,0.665743606450562,High Day Minutes,High CS Calls,0-1,Q4 (216-351 min),Q1 (1-73 days),Q3 (10-12 min),Q3 (59-67$)
NM,155,415,No,No,0,190.3,123,32.35,301.3,96,25.61,214.6,134,9.66,8.0,3,2.16,1,0,0-1,0.1699947451392538,1.5471544715447156,0.2630081300813008,0.08499834052439428,3.138541666666667,0.26677083333333335,0.04501397949673812,1.6014925373134328,0.07208955223880598,714.2,356,69.78,0.09770372444693362,2.006179775280899,0.19601123595505618,0.2664519742369084,0.4635998853539696,High Day Minutes,High CS Calls,0-1,Q3 (180-216 min),Q4 (127-243 days),Q1 (-0-8 min),Q4 (67-96$)
OH,100,510,No,No,0,278.0,76,47.26,176.7,74,15.02,219.5,126,9.88,8.3,4,2.24,0,1,0-1,0.16999999999999998,3.6578947368421053,0.6218421052631579,0.08500282965478212,2.3878378378378375,0.20297297297297295,0.0450113895216401,1.742063492063492,0.07841269841269842,682.5,280,74.39999999999999,0.109010989010989,2.4375,0.2657142857142857,0.4073260073260073,0.6352150537634409,High Day Minutes,Low CS Calls,0-1,Q4 (216-351 min),Q2 (73-100 days),Q1 (-0-8 min),Q4 (67-96$)
WY,113,510,No,No,0,155.0,93,26.35,330.6,106,28.1,189.4,123,8.52,13.5,3,3.65,1,0,0-1,0.17,1.6666666666666667,0.2833333333333333,0.08499697519661222,3.118867924528302,0.2650943396226415,0.044984160506863775,1.5398373983739837,0.06926829268292682,688.5,325,66.62,0.09676107480029049,2.1184615384615384,0.2049846153846154,0.2251270878721859,0.39552686880816573,Low Day Minutes,High CS Calls,0-1,Q2 (143-180 min),Q3 (100-127 days),Q4 (12-20 min),Q4 (67-96$)
AR,135,510,No,Yes,27,273.4,141,46.48,154.0,99,13.09,245.8,112,11.06,12.3,6,3.32,1,0,0-1,0.1700073152889539,1.9390070921985814,0.329645390070922,0.08499999999999999,1.5555555555555556,0.1322222222222222,0.044995931651749387,2.194642857142857,0.09875,685.5,358,73.94999999999999,0.10787746170678335,1.914804469273743,0.20656424581005584,0.39883296863603207,0.6285327924273159,High Day Minutes,High CS Calls,0-1,Q4 (216-351 min),Q4 (127-243 days),Q4 (12-20 min),Q4 (67-96$)
FL,99,408,No,No,0,155.3,93,26.4,265.7,95,22.58,145.7,67,6.56,12.4,4,3.35,0,0,0-1,0.16999356084996778,1.6698924731182796,0.2838709677419355,0.08498306360557019,2.7968421052631576,0.23768421052631578,0.04502402196293755,2.1746268656716414,0.09791044776119402,579.1,259,58.89,0.10169228112588499,2.235907335907336,0.2273745173745174,0.26817475392850976,0.4482934284258787,Low Day Minutes,Low CS Calls,0-1,Q2 (143-180 min),Q2 (73-100 days),Q4 (12-20 min),Q2 (52-59$)
AR,59,510,No,Yes,29,133.1,114,22.63,221.2,82,18.8,131.6,103,5.92,6.8,3,1.84,1,0,0-1,0.17002253944402704,1.1675438596491228,0.19850877192982455,0.08499095840867993,2.697560975609756,0.22926829268292684,0.044984802431610946,1.2776699029126213,0.05747572815533981,492.7,302,49.190000000000005,0.09983762938908058,1.631456953642384,0.16288079470198677,0.27014410391719096,0.46005285627159986,Low Day Minutes,High CS Calls,0-1,Q1 (-0-143 min),Q1 (1-73 days),Q1 (-0-8 min),Q1 (23-52$)
MO,135,510,No,No,0,246.8,129,41.96,187.8,121,15.96,154.5,109,6.95,12.6,5,3.4,1,0,0-1,0.1700162074554295,1.9131782945736435,0.3252713178294574,0.08498402555910543,1.5520661157024795,0.131900826446281,0.04498381877022654,1.4174311926605505,0.06376146788990826,601.7,364,68.27000000000001,0.11346185806880506,1.6530219780219781,0.18755494505494508,0.410171181651986,0.6146184268346271,High Day Minutes,High CS Calls,0-1,Q4 (216-351 min),Q4 (127-243 days),Q4 (12-20 min),Q4 (67-96$)
WI,85,408,Yes,No,0,165.4,107,28.12,196.0,126,16.66,349.2,110,15.71,9.6,7,2.59,2,0,2-4,0.17001209189842806,1.5457943925233646,0.262803738317757,0.085,1.5555555555555556,0.1322222222222222,0.04498854524627721,3.1745454545454543,0.14281818181818182,720.1999999999999,350,63.08,0.08758678144959733,2.0577142857142854,0.18022857142857143,0.22965842821438492,0.44578313253012053,Low Day Minutes,High CS Calls,2-3,Q2 (143-180 min),Q2 (73-100 days),Q2 (8-10 min),Q3 (59-67$)
TX,88,510,No,No,0,138.3,116,23.51,236.0,138,20.06,179.1,110,8.06,9.6,4,2.59,3,0,2-4,0.16999276934201013,1.192241379310345,0.20267241379310347,0.08499999999999999,1.710144927536232,0.1453623188405797,0.04500279173646008,1.6281818181818182,0.07327272727272728,563.0,368,54.22,0.09630550621669627,1.5298913043478262,0.14733695652173912,0.24564831261101244,0.4336038362227961,Low Day Minutes,High CS Calls,2-3,Q1 (-0-143 min),Q2 (73-100 days),Q2 (8-10 min),Q2 (52-59$)
NM,55,510,No,No,0,286.7,100,48.74,134.4,121,11.42,192.9,122,8.68,6.9,5,1.86,2,0,2-4,0.17000348796651554,2.867,0.4874,0.08497023809523808,1.1107438016528925,0.0943801652892562,0.04499740798341109,1.5811475409836067,0.07114754098360655,620.9,348,70.7,0.11386696730552424,1.7841954022988504,0.20316091954022988,0.46174907392494763,0.6893917963224894,High Day Minutes,High CS Calls,2-3,Q4 (216-351 min),Q1 (1-73 days),Q1 (-0-8 min),Q4 (67-96$)
GA,75,415,No,No,0,117.3,114,19.94,201.1,61,17.09,107.9,82,4.86,12.2,3,3.29,1,0,0-1,0.1699914748508099,1.0289473684210526,0.1749122807017544,0.08498259572352064,3.2967213114754097,0.2801639344262295,0.04504170528266914,1.3158536585365854,0.05926829268292683,438.49999999999994,260,45.18,0.10303306727480047,1.6865384615384613,0.17376923076923076,0.267502850627138,0.44134572819831785,Low Day Minutes,High CS Calls,0-1,Q1 (-0-143 min),Q2 (73-100 days),Q4 (12-20 min),Q1 (23-52$)
KS,86,408,No,Yes,23,225.5,107,38.34,246.3,105,20.94,245.7,81,11.06,9.8,2,2.65,0,0,0-1,0.17002217294900224,2.107476635514019,0.3583177570093458,0.08501827040194884,2.3457142857142856,0.19942857142857143,0.045014245014245016,3.033333333333333,0.13654320987654323,727.3,295,72.99000000000001,0.10035748659425274,2.465423728813559,0.24742372881355934,0.31005087309225904,0.5252774352651048,High Day Minutes,Low CS Calls,0-1,Q4 (216-351 min),Q2 (73-100 days),Q2 (8-10 min),Q4 (67-96$)
OH,97,408,No,No,0,256.4,125,43.59,273.9,100,23.28,222.7,101,10.02,11.1,1,3.0,1,1,0-1,0.1700078003120125,2.0511999999999997,0.34872000000000003,0.08499452354874043,2.739,0.2328,0.044993264481365064,2.2049504950495047,0.0992079207920792,764.1,327,79.89,0.10455437769925402,2.336697247706422,0.24431192660550458,0.33555817301400337,0.5456252346977094,High Day Minutes,High CS Calls,0-1,Q4 (216-351 min),Q2 (73-100 days),Q3 (10-12 min),Q4 (67-96$)
MA,88,415,No,No,0,264.8,124,45.02,245.4,112,20.86,160.5,115,7.22,14.8,2,4.0,1,1,0-1,0.17001510574018128,2.135483870967742,0.3630645161290323,0.0850040749796251,2.1910714285714286,0.18625,0.04498442367601246,1.3956521739130434,0.06278260869565218,685.5,353,77.1,0.11247264770240699,1.9419263456090652,0.21841359773371102,0.3862873814733771,0.583916990920882,High Day Minutes,High CS Calls,0-1,Q4 (216-351 min),Q2 (73-100 days),Q4 (12-20 min),Q4 (67-96$)
KY,54,408,No,No,0,159.8,99,27.17,264.0,64,22.44,115.7,70,5.21,9.7,7,2.62,2,0,2-4,0.1700250312891114,1.6141414141414143,0.27444444444444444,0.085,4.125,0.350625,0.04503025064822817,1.6528571428571428,0.07442857142857143,549.2,240,57.44,0.10458849235251273,2.2883333333333336,0.23933333333333331,0.2909686817188638,0.4730153203342619,Low Day Minutes,High CS Calls,2-3,Q2 (143-180 min),Q1 (1-73 days),Q2 (8-10 min),Q2 (52-59$)
DC,11,415,No,Yes,28,190.6,86,32.4,220.1,122,18.71,180.3,80,8.11,6.0,3,1.62,3,0,2-4,0.16998950682056663,2.2162790697674417,0.3767441860465116,0.08500681508405271,1.8040983606557377,0.15336065573770494,0.044980587909040484,2.25375,0.10137499999999999,597.0,291,60.839999999999996,0.10190954773869346,2.051546391752577,0.2090721649484536,0.31926298157453936,0.5325443786982249,High Day Minutes,High CS Calls,2-3,Q3 (180-216 min),Q1 (1-73 days),Q1 (-0-8 min),Q3 (59-67$)
WA,109,415,No,No,0,184.0,120,31.28,120.4,119,10.23,153.7,86,6.92,11.0,3,2.97,0,0,0-1,0.17,1.5333333333333334,0.26066666666666666,0.08496677740863787,1.011764705882353,0.08596638655462185,0.0450227716330514,1.7872093023255813,0.08046511627906977,469.09999999999997,328,51.400000000000006,0.1095715199317843,1.4301829268292683,0.15670731707317076,0.39224046045619276,0.6085603112840466,High Day Minutes,Low CS Calls,0-1,Q3 (180-216 min),Q3 (100-127 days),Q3 (10-12 min),Q1 (23-52$)
UT,90,415,No,No,0,261.8,128,44.51,220.6,104,18.75,136.6,91,6.15,9.6,5,2.59,1,0,0-1,0.17001527883880824,2.0453125,0.347734375,0.08499546690843156,2.121153846153846,0.18028846153846154,0.045021961932650074,1.501098901098901,0.06758241758241759,628.6,328,72.0,0.11454024817053769,1.9164634146341464,0.21951219512195122,0.41648106904231624,0.6181944444444444,High Day Minutes,High CS Calls,0-1,Q4 (216-351 min),Q2 (73-100 days),Q2 (8-10 min),Q4 (67-96$)
NV,91,408,No,No,0,133.7,75,22.73,195.3,87,16.6,280.5,89,12.62,5.9,2,1.59,0,0,0-1,0.17000747943156322,1.7826666666666666,0.30306666666666665,0.08499743983614952,2.2448275862068967,0.19080459770114944,0.04499108734402852,3.151685393258427,0.14179775280898876,615.4,253,53.54,0.08700032499187521,2.4324110671936756,0.2116205533596838,0.21725706857328567,0.4245423982069481,Low Day Minutes,Low CS Calls,0-1,Q1 (-0-143 min),Q2 (73-100 days),Q1 (-0-8 min),Q2 (52-59$)
ND,105,415,No,Yes,23,193.5,85,32.9,220.2,90,18.72,272.4,111,12.26,8.5,5,2.3,0,0,0-1,0.17002583979328165,2.276470588235294,0.38705882352941173,0.08501362397820163,2.4466666666666663,0.208,0.045007342143906025,2.454054054054054,0.11045045045045045,694.5999999999999,291,66.17999999999999,0.09527785775986179,2.3869415807560133,0.2274226804123711,0.27857759861790965,0.4971290420066486,High Day Minutes,Low CS Calls,0-1,Q3 (180-216 min),Q3 (100-127 days),Q1 (-0-8 min),Q3 (59-67$)
NV,71,415,Yes,No,0,178.2,113,30.29,167.8,94,14.26,182.1,111,8.19,13.6,3,3.67,3,1,2-4,0.16997755331088665,1.5769911504424778,0.2680530973451327,0.08498212157330154,1.7851063829787235,0.15170212765957447,0.04497528830313015,1.6405405405405404,0.07378378378378378,541.7,321,56.41,0.10413513014583717,1.687538940809969,0.17573208722741432,0.328964371423297,0.5369615316433257,Low Day Minutes,High CS Calls,2-3,Q2 (143-180 min),Q1 (1-73 days),Q4 (12-20 min),Q2 (52-59$)
FL,132,510,No,Yes,36,226.2,103,38.45,181.6,125,15.44,258.8,102,11.65,10.5,5,2.84,3,1,2-4,0.1699823165340407,2.196116504854369,0.37330097087378644,0.08502202643171806,1.4527999999999999,0.12351999999999999,0.045015455950540954,2.5372549019607846,0.1142156862745098,677.0999999999999,335,68.38000000000001,0.10098951410426824,2.021194029850746,0.20411940298507467,0.33407177669472754,0.5622989178122257,High Day Minutes,High CS Calls,2-3,Q4 (216-351 min),Q4 (127-243 days),Q3 (10-12 min),Q4 (67-96$)
MD,112,415,No,No,0,170.4,103,28.97,200.2,71,17.02,258.3,100,11.62,11.6,4,3.13,1,0,0-1,0.17001173708920186,1.654368932038835,0.28126213592233007,0.08501498501498501,2.8197183098591547,0.23971830985915493,0.04498644986449864,2.583,0.1162,640.5000000000001,278,60.739999999999995,0.09483216237314596,2.3039568345323747,0.2184892086330935,0.2660421545667447,0.4769509384260784,Low Day Minutes,High CS Calls,0-1,Q2 (143-180 min),Q3 (100-127 days),Q3 (10-12 min),Q3 (59-67$)
AL,41,510,No,Yes,34,194.4,63,33.05,254.9,110,21.67,160.2,115,7.21,17.2,9,4.64,2,0,2-4,0.1700102880658436,3.085714285714286,0.5246031746031745,0.0850137308748529,2.3172727272727274,0.197,0.04500624219725344,1.3930434782608694,0.06269565217391304,626.7,297,66.57,0.10622307324078505,2.11010101010101,0.2241414141414141,0.3101962661560555,0.4964698813279255,High Day Minutes,High CS Calls,2-3,Q3 (180-216 min),Q1 (1-73 days),Q4 (12-20 min),Q3 (59-67$)
NE,44,415,No,No,0,240.3,146,40.85,164.6,83,13.99,240.7,106,10.83,10.6,2,2.86,1,0,0-1,0.16999583853516437,1.645890410958904,0.27979452054794524,0.08499392466585663,1.9831325301204819,0.16855421686746988,0.04499376817615289,2.270754716981132,0.10216981132075471,656.1999999999999,337,68.53,0.1044346235903688,1.947181008902077,0.20335311572700296,0.36619932947272177,0.5960893039544725,High Day Minutes,High CS Calls,0-1,Q4 (216-351 min),Q1 (1-73 days),Q3 (10-12 min),Q4 (67-96$)
NV,78,408,No,No,0,75.0,116,12.75,248.7,87,21.14,176.0,83,7.92,9.5,6,2.57,3,0,2-4,0.17,0.646551724137931,0.10991379310344827,0.08500201045436269,2.8586206896551722,0.24298850574712644,0.045,2.1204819277108435,0.09542168674698795,509.2,292,44.38,0.08715632364493324,1.7438356164383562,0.15198630136986302,0.14728986645718775,0.28729157278053175,Low Day Minutes,High CS Calls,2-3,Q1 (-0-143 min),Q2 (73-100 days),Q2 (8-10 min),Q1 (23-52$)
IL,149,408,No,No,0,69.1,117,11.75,136.3,100,11.59,181.7,53,8.18,6.3,3,1.7,1,0,0-1,0.17004341534008685,0.5905982905982905,0.10042735042735043,0.08503301540719001,1.3630000000000002,0.1159,0.04501926252063842,3.4283018867924526,0.15433962264150944,393.40000000000003,273,33.22,0.084443314692425,1.4410256410256412,0.12168498168498168,0.17564819522114894,0.35370258880192657,Low Day Minutes,High CS Calls,0-1,Q1 (-0-143 min),Q4 (127-243 days),Q1 (-0-8 min),Q1 (23-52$)
WV,72,510,No,Yes,33,96.6,59,16.42,315.4,98,26.81,163.3,117,7.35,6.2,4,1.67,4,1,2-4,0.16997929606625262,1.6372881355932203,0.27830508474576277,0.08500317057704503,3.2183673469387752,0.2735714285714286,0.045009185548071026,1.3957264957264959,0.06282051282051282,581.5,278,52.25000000000001,0.08985382631126398,2.091726618705036,0.1879496402877698,0.16612209802235597,0.3142583732057416,Low Day Minutes,High CS Calls,4-5,Q1 (-0-143 min),Q1 (1-73 days),Q1 (-0-8 min),Q1 (23-52$)
AR,74,510,No,No,0,148.5,111,25.25,146.5,42,12.45,289.2,83,13.01,9.9,6,2.67,3,0,2-4,0.17003367003367004,1.337837837837838,0.22747747747747749,0.08498293515358361,3.488095238095238,0.29642857142857143,0.04498616874135546,3.4843373493975904,0.15674698795180722,594.1,242,53.38,0.08985019357010604,2.4549586776859504,0.22057851239669424,0.24995791954216462,0.47302360434619706,Low Day Minutes,High CS Calls,2-3,Q2 (143-180 min),Q2 (73-100 days),Q2 (8-10 min),Q2 (52-59$)
UT,50,510,No,No,0,258.1,106,43.88,161.4,106,13.72,225.1,110,10.13,11.7,5,3.16,1,0,0-1,0.17001162340178225,2.4349056603773587,0.4139622641509434,0.08500619578686493,1.5226415094339623,0.12943396226415094,0.04500222123500667,2.0463636363636364,0.0920909090909091,656.3000000000001,327,70.89,0.10801462745695566,2.007033639143731,0.2167889908256881,0.39326527502666464,0.618987163210608,High Day Minutes,High CS Calls,0-1,Q4 (216-351 min),Q1 (1-73 days),Q3 (10-12 min),Q4 (67-96$)
GA,141,510,No,Yes,23,149.7,112,25.45,162.5,118,13.81,220.3,115,9.91,7.6,2,2.05,3,0,2-4,0.17000668002672012,1.3366071428571427,0.22723214285714285,0.0849846153846154,1.3771186440677967,0.11703389830508475,0.04498411257376305,1.9156521739130437,0.08617391304347827,540.1,347,51.22,0.09483428994630623,1.5564841498559079,0.14760806916426514,0.27717089427883723,0.49687622022647404,Low Day Minutes,High CS Calls,2-3,Q2 (143-180 min),Q4 (127-243 days),Q1 (-0-8 min),Q1 (23-52$)
AZ,140,408,No,No,0,149.8,134,25.47,164.4,98,13.97,294.7,124,13.26,8.1,2,2.19,1,0,0-1,0.1700267022696929,1.117910447761194,0.19007462686567164,0.08497566909975669,1.6775510204081634,0.14255102040816328,0.04499491007804547,2.3766129032258063,0.10693548387096774,617.0000000000001,358,54.88999999999999,0.08896272285251212,1.7234636871508382,0.1533240223463687,0.24278768233387354,0.4640189469848789,Low Day Minutes,High CS Calls,0-1,Q2 (143-180 min),Q4 (127-243 days),Q1 (-0-8 min),Q2 (52-59$)
ID,99,408,No,No,0,190.4,102,32.37,158.1,107,13.44,271.5,92,12.22,11.2,4,3.02,2,0,2-4,0.17001050420168065,1.8666666666666667,0.31735294117647056,0.08500948766603415,1.4775700934579439,0.12560747663551403,0.045009208103130756,2.9510869565217392,0.13282608695652173,631.2,305,61.05,0.09672053231939162,2.0695081967213116,0.2001639344262295,0.30164765525982257,0.5302211302211302,High Day Minutes,High CS Calls,2-3,Q3 (180-216 min),Q2 (73-100 days),Q3 (10-12 min),Q3 (59-67$)
HI,166,408,No,No,0,181.4,108,30.84,253.8,54,21.57,112.3,94,5.05,11.6,6,3.13,1,0,0-1,0.17001102535832413,1.6796296296296296,0.28555555555555556,0.08498817966903073,4.7,0.39944444444444444,0.044968833481745324,1.1946808510638298,0.05372340425531915,559.1,262,60.589999999999996,0.10837059560007153,2.133969465648855,0.2312595419847328,0.324450008942944,0.5089948836441658,High Day Minutes,High CS Calls,0-1,Q3 (180-216 min),Q4 (127-243 days),Q3 (10-12 min),Q3 (59-67$)
MD,74,415,No,No,0,155.7,116,26.47,173.7,63,14.76,257.4,97,11.58,8.1,4,2.19,0,0,0-1,0.17000642260757867,1.3422413793103447,0.2281896551724138,0.0849740932642487,2.757142857142857,0.2342857142857143,0.044988344988344996,2.6536082474226803,0.11938144329896908,594.9,280,54.99999999999999,0.09245251302739955,2.1246428571428573,0.1964285714285714,0.2617246596066566,0.4812727272727273,Low Day Minutes,Low CS Calls,0-1,Q2 (143-180 min),Q2 (73-100 days),Q1 (-0-8 min),Q2 (52-59$)
GA,117,510,No,No,0,149.9,95,25.48,256.1,110,21.77,212.7,92,9.57,13.3,13,3.59,2,0,2-4,0.16997998665777184,1.5778947368421052,0.26821052631578945,0.08500585708707535,2.3281818181818186,0.1979090909090909,0.044992947813822286,2.3119565217391305,0.10402173913043479,632.0,310,60.41,0.09558544303797468,2.0387096774193547,0.19487096774193546,0.23718354430379748,0.42178447276940906,Low Day Minutes,High CS Calls,2-3,Q2 (143-180 min),Q3 (100-127 days),Q4 (12-20 min),Q3 (59-67$)
GA,85,510,No,No,0,222.3,132,37.79,231.5,101,19.68,223.5,75,10.06,11.0,2,2.97,3,0,2-4,0.16999550157444893,1.684090909090909,0.28628787878787876,0.08501079913606911,2.292079207920792,0.19485148514851486,0.04501118568232662,2.98,0.13413333333333333,688.3,310,70.5,0.10242626761586518,2.220322580645161,0.22741935483870968,0.3229696353334302,0.5360283687943262,High Day Minutes,High CS Calls,2-3,Q4 (216-351 min),Q2 (73-100 days),Q3 (10-12 min),Q4 (67-96$)
UT,36,415,No,Yes,16,149.4,111,25.4,131.8,113,11.2,132.7,87,5.97,6.7,2,1.81,0,0,0-1,0.17001338688085674,1.345945945945946,0.22882882882882882,0.0849772382397572,1.1663716814159293,0.09911504424778761,0.04498869630746044,1.525287356321839,0.06862068965517241,420.6,313,44.379999999999995,0.10551592962434615,1.3437699680511184,0.14178913738019167,0.35520684736091296,0.5723298783235692,Low Day Minutes,Low CS Calls,0-1,Q2 (143-180 min),Q1 (1-73 days),Q1 (-0-8 min),Q1 (23-52$)
IN,76,415,No,No,0,204.2,100,34.71,292.6,139,24.87,244.3,105,10.99,10.5,2,2.84,0,0,0-1,0.1699804113614104,2.042,0.3471,0.08499658236500342,2.1050359712230216,0.17892086330935253,0.04498567335243553,2.3266666666666667,0.10466666666666667,751.6,346,73.41,0.09767163384779137,2.172254335260116,0.21216763005780345,0.2716870675891431,0.4728238659583163,High Day Minutes,Low CS Calls,0-1,Q3 (180-216 min),Q2 (73-100 days),Q3 (10-12 min),Q4 (67-96$)
VT,165,510,No,No,0,242.9,126,41.29,209.8,65,17.83,228.4,126,10.28,0.0,0,0.0,1,0,0-1,0.1699876492383697,1.9277777777777778,0.3276984126984127,0.08498570066730218,3.227692307692308,0.2743076923076923,0.04500875656742556,1.8126984126984127,0.08158730158730158,681.1,317,69.39999999999999,0.10189399500807515,2.1485804416403784,0.21892744479495266,0.3566289825282631,0.594956772334294,High Day Minutes,High CS Calls,0-1,Q4 (216-351 min),Q4 (127-243 days),Q1 (-0-8 min),Q4 (67-96$)
IA,130,415,No,No,0,150.4,119,25.57,230.5,99,19.59,186.3,76,8.38,12.3,4,3.32,1,0,0-1,0.17001329787234043,1.2638655462184873,0.21487394957983194,0.08498915401301518,2.3282828282828283,0.19787878787878788,0.04498121309715513,2.4513157894736843,0.11026315789473685,579.5,298,56.86,0.0981190681622088,1.9446308724832215,0.19080536912751678,0.25953408110440035,0.4497010200492438,Low Day Minutes,High CS Calls,0-1,Q2 (143-180 min),Q4 (127-243 days),Q4 (12-20 min),Q2 (52-59$)
ME,92,415,Yes,No,0,130.7,113,22.22,260.6,122,22.15,244.2,98,10.99,9.4,2,2.54,2,1,2-4,0.17000765110941088,1.1566371681415928,0.1966371681415929,0.08499616270145816,2.136065573770492,0.18155737704918032,0.04500409500409501,2.4918367346938775,0.11214285714285714,644.9,335,57.9,0.0897813614513878,1.9250746268656715,0.17283582089552238,0.20266708016746782,0.3837651122625216,Low Day Minutes,High CS Calls,2-3,Q1 (-0-143 min),Q2 (73-100 days),Q2 (8-10 min),Q2 (52-59$)
MD,18,408,No,No,0,273.6,93,46.51,114.6,116,9.74,250.6,120,11.28,8.2,4,2.21,1,0,0-1,0.1699926900584795,2.941935483870968,0.5001075268817204,0.0849912739965096,0.9879310344827585,0.08396551724137931,0.04501197126895451,2.0883333333333334,0.094,647.0000000000001,333,69.74,0.10778979907264294,1.9429429429429432,0.2094294294294294,0.4228748068006182,0.6669056495554918,High Day Minutes,High CS Calls,0-1,Q4 (216-351 min),Q1 (1-73 days),Q1 (-0-8 min),Q4 (67-96$)
FL,161,415,Yes,No,0,156.1,114,26.54,180.3,63,15.33,179.6,115,8.08,11.1,9,3.0,2,0,2-4,0.1700192184497117,1.369298245614035,0.23280701754385963,0.08502495840266222,2.861904761904762,0.24333333333333335,0.04498886414253898,1.5617391304347825,0.07026086956521739,527.1,301,52.949999999999996,0.1004553215708594,1.7511627906976746,0.17591362126245846,0.29614873837981404,0.5012275731822474,Low Day Minutes,High CS Calls,2-3,Q2 (143-180 min),Q4 (127-243 days),Q3 (10-12 min),Q2 (52-59$)
CA,93,415,No,Yes,36,178.7,134,30.38,178.6,102,15.18,126.8,82,5.71,8.0,4,2.16,2,0,2-4,0.17000559597090095,1.3335820895522388,0.22671641791044775,0.08499440089585666,1.7509803921568627,0.14882352941176472,0.045031545741324924,1.5463414634146342,0.06963414634146342,492.09999999999997,322,53.43000000000001,0.10857549278601912,1.5282608695652173,0.16593167701863357,0.36313757366388943,0.568594422609021,Low Day Minutes,High CS Calls,2-3,Q2 (143-180 min),Q2 (73-100 days),Q1 (-0-8 min),Q2 (52-59$)
AL,144,415,No,No,0,177.5,93,30.18,287.4,75,24.43,180.5,118,8.12,11.9,3,3.21,2,0,2-4,0.17002816901408452,1.9086021505376345,0.32451612903225807,0.0850034794711204,3.832,0.3257333333333333,0.04498614958448753,1.5296610169491525,0.0688135593220339,657.3,289,65.94,0.10031948881789138,2.2743944636678197,0.22816608996539792,0.2700441198843755,0.45768880800727935,Low Day Minutes,High CS Calls,2-3,Q2 (143-180 min),Q4 (127-243 days),Q3 (10-12 min),Q3 (59-67$)
WV,95,415,No,No,0,175.2,91,29.78,244.4,109,20.77,75.8,95,3.41,7.5,2,2.03,1,0,0-1,0.16997716894977172,1.925274725274725,0.3272527472527473,0.08498363338788871,2.2422018348623856,0.19055045871559634,0.0449868073878628,0.7978947368421052,0.035894736842105264,502.90000000000003,297,55.989999999999995,0.1113342612845496,1.6932659932659935,0.1885185185185185,0.34837939948299856,0.5318806929808895,Low Day Minutes,High CS Calls,0-1,Q2 (143-180 min),Q2 (73-100 days),Q1 (-0-8 min),Q2 (52-59$)
FL,124,415,No,Yes,28,251.4,104,42.74,225.1,89,19.13,251.9,121,11.34,7.5,5,2.03,1,0,0-1,0.1700079554494829,2.417307692307692,0.4109615384615385,0.08498445135495335,2.5292134831460675,0.21494382022471908,0.04501786423183803,2.081818181818182,0.0937190082644628,735.9,319,75.24000000000001,0.10224215246636773,2.306896551724138,0.23586206896551726,0.34162250305748065,0.5680489101541732,High Day Minutes,High CS Calls,0-1,Q4 (216-351 min),Q3 (100-127 days),Q1 (-0-8 min),Q4 (67-96$)
MI,93,415,Yes,No,0,216.9,61,36.87,207.4,120,17.63,221.7,110,9.98,17.5,5,4.73,1,1,0-1,0.16998616874135544,3.555737704918033,0.6044262295081967,0.08500482160077145,1.7283333333333333,0.14691666666666667,0.04501578709968426,2.015454545454545,0.09072727272727273,663.5,296,69.21000000000001,0.10431047475508667,2.241554054054054,0.2338175675675676,0.32690278824415975,0.5327264846120502,High Day Minutes,High CS Calls,0-1,Q4 (216-351 min),Q2 (73-100 days),Q4 (12-20 min),Q4 (67-96$)
