State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn,total_minutes,total_calls,total_charge,day_charge_per_min,day_min_per_call,day_charge_per_call,eve_charge_per_min,eve_min_per_call,eve_charge_per_call,night_charge_per_min,night_min_per_call,night_charge_per_call,total_charge_per_min,total_min_per_call,total_charge_per_call,day_minutes_ratio,day_charge_ratio,predicted_proba,predicted_label
AR,54,415,No,Yes,39,206.9,143,35.17,127.8,72,10.86,199.2,120,8.96,9.2,1,2.48,3,False,543.1,336,57.47,0.16998550024166265,1.446853146853147,0.24594405594405597,0.08497652582159625,1.775,0.15083333333333332,0.04497991967871487,1.66,0.07466666666666667,0.1058184496409501,1.6163690476190478,0.17104166666666668,0.3809611489596759,0.6119714633721942,0.026036052540836244,0
CA,79,510,No,No,0,157.6,85,26.79,194.1,92,16.5,231.5,86,10.42,9.4,10,2.54,5,True,592.6,273,56.25,0.16998730964467004,1.8541176470588234,0.3151764705882353,0.08500772797527048,2.109782608695652,0.1793478260869565,0.04501079913606911,2.691860465116279,0.12116279069767442,0.09492068849139386,2.170695970695971,0.20604395604395603,0.26594667566655417,0.47626666666666667,0.12554615446374304,0
MN,55,415,No,No,0,175.6,147,29.85,161.8,118,13.75,289.5,55,13.03,9.3,4,2.51,0,False,636.1999999999999,324,59.14,0.16998861047835992,1.1945578231292517,0.20306122448979594,0.0849814585908529,1.3711864406779661,0.11652542372881355,0.04500863557858376,5.263636363636364,0.2369090909090909,0.09295818924866395,1.9635802469135801,0.18253086419753087,0.2760138321282616,0.5047345282380792,0.038250014285835646,0
MT,109,408,No,No,0,264.7,69,45.0,305.0,120,25.93,197.4,86,8.88,9.5,9,2.57,1,True,776.6,284,82.38,0.17000377786173027,3.836231884057971,0.6521739130434783,0.08501639344262295,2.5416666666666665,0.21608333333333332,0.044984802431610946,2.2953488372093025,0.10325581395348839,0.10607777491630183,2.7345070422535214,0.29007042253521126,0.34084470770023173,0.5462490895848507,0.9889781667643505,1
SD,65,408,No,Yes,31,282.3,70,47.99,152.0,89,12.92,225.5,93,10.15,12.0,4,3.24,1,False,671.8,256,74.3,0.1699964576691463,4.032857142857143,0.6855714285714286,0.085,1.7078651685393258,0.1451685393258427,0.04501108647450111,2.424731182795699,0.10913978494623656,0.11059839237868413,2.62421875,0.290234375,0.42021434950878245,0.6458950201884254,0.029659976537635822,0
MT,27,510,No,No,0,193.8,102,32.95,118.9,104,10.11,135.9,124,6.12,9.2,3,2.48,0,False,457.8,333,51.66,0.17002063983488133,1.9000000000000001,0.32303921568627453,0.08502943650126156,1.143269230769231,0.09721153846153846,0.045033112582781455,1.0959677419354839,0.04935483870967742,0.1128440366972477,1.3747747747747747,0.15513513513513513,0.4233289646133683,0.637824235385211,0.009815115864613758,0
WV,32,408,No,Yes,26,266.7,109,45.34,232.3,107,19.75,212.8,98,9.58,16.3,4,4.4,1,False,728.0999999999999,318,79.07000000000001,0.17000374953130862,2.446788990825688,0.4159633027522936,0.08501937150236763,2.1710280373831776,0.18457943925233644,0.0450187969924812,2.1714285714285717,0.09775510204081633,0.10859772009339379,2.2896226415094336,0.24864779874213838,0.36629583848372477,0.5734159605412925,0.07488981505910405,0
CT,3,415,No,Yes,36,118.1,117,20.08,221.5,125,18.83,103.9,89,4.68,11.9,6,3.21,2,False,455.4,337,46.8,0.17002540220152412,1.0094017094017094,0.1716239316239316,0.08501128668171556,1.772,0.15064,0.04504331087584215,1.1674157303370787,0.052584269662921346,0.10276679841897234,1.3513353115727003,0.13887240356083086,0.2593324549846289,0.42905982905982903,0.019477154273087167,0
DE,119,415,No,No,0,176.8,90,30.06,224.7,81,19.1,204.6,77,9.21,7.5,15,2.03,1,False,613.6,263,60.4,0.17002262443438912,1.9644444444444447,0.33399999999999996,0.08500222518914109,2.774074074074074,0.2358024691358025,0.045014662756598246,2.657142857142857,0.11961038961038963,0.0984354628422425,2.333079847908745,0.22965779467680608,0.288135593220339,0.497682119205298,0.01354870413708297,0
LA,43,415,No,No,0,241.9,101,41.12,129.4,121,11.0,264.8,104,11.92,5.9,3,1.59,1,False,642.0,329,65.63,0.16998759818106654,2.395049504950495,0.4071287128712871,0.08500772797527048,1.069421487603306,0.09090909090909091,0.04501510574018127,2.5461538461538464,0.11461538461538462,0.10222741433021806,1.9513677811550152,0.19948328267477203,0.376791277258567,0.6265427396007923,0.021361247282411108,0
KS,116,510,No,No,0,189.5,90,32.22,189.8,118,16.13,205.8,83,9.26,13.1,2,3.54,1,False,598.2,293,61.14999999999999,0.1700263852242744,2.1055555555555556,0.358,0.08498419388830347,1.6084745762711865,0.13669491525423727,0.04499514091350826,2.4795180722891565,0.11156626506024096,0.10222333667669674,2.041638225255973,0.2087030716723549,0.3167836843864928,0.5269010629599347,0.03643223524576948,0
WV,107,415,No,No,0,123.1,100,20.93,158.4,82,13.46,256.1,82,11.52,9.3,5,2.51,0,False,546.9,269,48.419999999999995,0.17002437043054427,1.2309999999999999,0.20929999999999999,0.08497474747474748,1.931707317073171,0.16414634146341464,0.04498242873877391,3.1231707317073174,0.14048780487804877,0.08853538123971474,2.033085501858736,0.18,0.2250868531724264,0.43225939694341187,0.03402530037818077,0
ND,123,408,No,No,0,159.1,94,27.05,241.6,119,20.54,202.4,120,9.11,6.5,1,1.76,1,False,609.6,334,58.46,0.1700188560653677,1.6925531914893617,0.2877659574468085,0.08501655629139072,2.030252100840336,0.1726050420168067,0.0450098814229249,1.6866666666666668,0.07591666666666666,0.09589895013123359,1.8251497005988024,0.17502994011976047,0.26099081364829396,0.462709544988026,0.009004184439626426,0
AK,110,408,No,No,0,100.1,90,17.02,233.3,93,19.83,204.4,57,9.2,11.1,8,3.0,3,False,548.9,248,49.05,0.17002997002997003,1.1122222222222222,0.18911111111111112,0.08499785683669095,2.5086021505376346,0.21322580645161288,0.04500978473581213,3.585964912280702,0.1614035087719298,0.08936053926033886,2.2133064516129033,0.19778225806451613,0.18236472945891782,0.3469928644240571,0.014885029902465723,0
ME,176,415,No,No,0,223.2,76,37.94,214.4,131,18.22,154.4,80,6.95,10.1,2,2.73,3,False,602.1,289,65.84,0.1699820788530466,2.9368421052631577,0.49921052631578944,0.08498134328358208,1.6366412213740458,0.13908396946564885,0.04501295336787565,1.9300000000000002,0.08687500000000001,0.10935060621159276,2.083391003460208,0.22782006920415226,0.3707025411061285,0.5762454434993924,0.025557592234131628,0
MN,13,510,No,Yes,21,315.6,105,53.65,208.9,71,17.76,260.1,123,11.7,12.1,3,3.27,3,False,796.7,302,86.38,0.16999366286438528,3.005714285714286,0.5109523809523809,0.08501675442795596,2.942253521126761,0.25014084507042256,0.04498269896193771,2.1146341463414635,0.09512195121951218,0.10842224174720722,2.638079470198676,0.28602649006622516,0.396134052968495,0.6210928455661033,0.3131753354788792,0
KS,88,415,No,No,0,189.8,111,32.27,197.3,101,16.77,234.5,111,10.55,14.9,3,4.02,2,False,636.5,326,63.61,0.17002107481559536,1.70990990990991,0.29072072072072075,0.08499746578813988,1.9534653465346536,0.16603960396039605,0.04498933901918977,2.1126126126126126,0.09504504504504505,0.09993715632364493,1.9524539877300613,0.19512269938650306,0.2981932443047918,0.507310171356705,0.04637856651504792,0
NJ,92,510,No,Yes,29,155.4,110,26.42,188.5,104,16.02,254.9,118,11.47,8.0,4,2.16,3,False,606.8,336,56.06999999999999,0.17001287001287002,1.4127272727272728,0.2401818181818182,0.0849867374005305,1.8125,0.15403846153846154,0.04499803844644959,2.1601694915254237,0.09720338983050848,0.0924027686222808,1.8059523809523808,0.16687499999999997,0.25609756097560976,0.4711967183877297,0.030469781607069767,0
WI,165,510,No,No,0,154.2,91,26.21,268.6,108,22.83,188.8,99,8.5,10.9,4,2.94,6,False,622.5,302,60.48,0.16997405966277562,1.6945054945054945,0.28802197802197804,0.08499627699180937,2.4870370370370374,0.21138888888888888,0.045021186440677964,1.9070707070707071,0.08585858585858586,0.0971566265060241,2.0612582781456954,0.20026490066225164,0.24771084337349394,0.43336640211640215,0.1566165998375185,0
AR,156,415,No,No,0,178.8,94,30.4,178.4,97,15.16,169.2,77,7.61,7.5,3,2.03,1,False,533.9000000000001,271,55.2,0.17002237136465323,1.9021276595744683,0.3234042553191489,0.08497757847533632,1.839175257731959,0.15628865979381443,0.04497635933806147,2.1974025974025975,0.09883116883116884,0.10339014796778422,1.9701107011070114,0.20369003690036902,0.33489417493912715,0.5507246376811593,0.03401665810790177,0
WA,63,408,No,No,0,149.3,104,25.38,273.6,75,23.26,206.6,72,9.3,9.1,4,2.46,0,False,638.6,255,60.4,0.16999330207635632,1.435576923076923,0.24403846153846154,0.08501461988304093,3.648,0.31013333333333337,0.045014520813165544,2.8694444444444445,0.12916666666666668,0.09458189790165987,2.504313725490196,0.2368627450980392,0.2337926714688381,0.4201986754966887,0.011805154108499404,0
ID,83,415,Yes,Yes,32,94.7,111,16.1,154.4,98,13.12,200.4,109,9.02,10.6,6,2.86,2,False,460.1,324,41.099999999999994,0.17001055966209083,0.8531531531531532,0.14504504504504506,0.08497409326424869,1.5755102040816327,0.13387755102040816,0.045009980039920156,1.838532110091743,0.08275229357798165,0.08932840686807214,1.4200617283950618,0.12685185185185183,0.2058248206911541,0.391727493917275,0.023068693750276106,0
VA,158,415,No,No,0,222.8,101,37.88,203.0,128,17.26,210.6,106,9.48,6.9,2,1.86,2,False,643.3,337,66.48,0.17001795332136446,2.205940594059406,0.37504950495049505,0.08502463054187193,1.5859375,0.13484375,0.045014245014245016,1.9867924528301886,0.08943396226415094,0.10334214207990053,1.9089020771513352,0.19727002967359053,0.34633918855899276,0.5697954271961492,0.04194642933136639,0
WV,115,510,Yes,No,0,249.9,95,42.48,242.5,104,20.61,151.7,121,6.83,15.3,6,4.13,1,True,659.3999999999999,326,74.05,0.16998799519807922,2.630526315789474,0.4471578947368421,0.08498969072164948,2.331730769230769,0.19817307692307692,0.04502307185234015,1.2537190082644627,0.056446280991735535,0.11229905975128907,2.022699386503067,0.22714723926380367,0.3789808917197453,0.5736664415935179,0.9430177176633887,1
UT,103,510,No,Yes,36,87.2,92,14.82,169.3,110,14.39,166.7,80,7.5,10.9,5,2.94,6,True,434.09999999999997,287,39.65,0.16995412844036697,0.9478260869565218,0.16108695652173913,0.08499704666272888,1.5390909090909093,0.13081818181818183,0.04499100179964007,2.0837499999999998,0.09375,0.09133840129002535,1.5125435540069685,0.1381533101045296,0.20087537433771022,0.3737704918032787,0.9748876288432927,1
NJ,64,415,No,No,0,224.8,111,38.22,190.0,101,16.15,221.4,110,9.96,9.2,2,2.48,1,False,645.4000000000001,324,66.81,0.17001779359430605,2.0252252252252254,0.3443243243243243,0.08499999999999999,1.881188118811881,0.15990099009900988,0.04498644986449865,2.0127272727272727,0.09054545454545455,0.10351719863650448,1.9919753086419756,0.20620370370370372,0.34831112488379296,0.5720700493938032,0.04172890450567908,0
MS,86,510,No,Yes,39,261.2,122,44.4,214.2,101,18.21,154.9,101,6.97,12.7,5,3.43,2,False,643.0,329,73.01,0.16998468606431852,2.140983606557377,0.36393442622950817,0.0850140056022409,2.120792079207921,0.18029702970297032,0.044996772111039376,1.5336633663366337,0.069009900990099,0.11354587869362365,1.9544072948328268,0.2219148936170213,0.4062208398133748,0.6081358717983837,0.02576380865911267,0
ME,151,415,No,Yes,26,196.5,98,33.41,175.8,111,14.94,221.8,124,9.98,13.4,5,3.62,0,False,607.5,338,61.949999999999996,0.17002544529262084,2.0051020408163267,0.34091836734693876,0.08498293515358361,1.5837837837837838,0.13459459459459458,0.044995491433724076,1.788709677419355,0.08048387096774194,0.1019753086419753,1.797337278106509,0.18328402366863905,0.3234567901234568,0.5393058918482647,0.03529017308822235,0
NM,87,510,Yes,No,0,167.3,119,28.44,198.5,119,16.87,133.1,88,5.99,11.0,6,2.97,1,False,509.9,332,54.27,0.169994022713688,1.4058823529411766,0.23899159663865546,0.08498740554156171,1.6680672268907564,0.14176470588235296,0.04500375657400451,1.5125,0.06806818181818182,0.10643263384977447,1.5358433734939758,0.16346385542168676,0.32810354971563055,0.5240464344941956,0.021071102397173923,0
TX,90,415,No,No,0,109.6,88,18.63,137.6,108,11.7,159.7,121,7.19,11.0,5,2.97,2,False,417.9,322,40.489999999999995,0.1699817518248175,1.2454545454545454,0.21170454545454545,0.08502906976744186,1.274074074074074,0.10833333333333332,0.04502191609267377,1.3198347107438015,0.05942148760330579,0.09688920794448432,1.2978260869565217,0.1257453416149068,0.2622636994496291,0.4601136082983453,0.014020906533127705,0
LA,108,510,No,Yes,30,276.6,99,47.02,220.1,113,18.71,177.9,95,8.01,9.8,6,2.65,2,False,684.4,313,76.39000000000001,0.16999276934201013,2.7939393939393944,0.47494949494949495,0.08500681508405271,1.947787610619469,0.16557522123893806,0.04502529510961214,1.8726315789473684,0.0843157894736842,0.11161601402688488,2.186581469648562,0.2440575079872205,0.40414962010520167,0.6155255923550202,0.04481976316129719,0
TN,33,415,No,Yes,35,186.8,124,31.76,261.0,69,22.19,317.8,103,14.3,15.0,5,4.05,0,False,780.6,301,72.3,0.17002141327623127,1.506451612903226,0.25612903225806455,0.0850191570881226,3.782608695652174,0.32159420289855073,0.04499685336689742,3.085436893203884,0.1388349514563107,0.09262106072252113,2.593355481727575,0.24019933554817274,0.23930310017934922,0.43928077455048414,0.015359042968500833,0
WI,149,415,Yes,Yes,28,126.9,97,21.57,166.9,102,14.19,145.2,77,6.53,8.8,3,2.38,5,True,447.8,279,44.67,0.16997635933806146,1.3082474226804124,0.22237113402061856,0.08502097064110245,1.6362745098039215,0.1391176470588235,0.04497245179063361,1.8857142857142857,0.08480519480519481,0.09975435462259938,1.6050179211469535,0.16010752688172045,0.28338543992853954,0.48287441235728673,0.936170402571704,1
MT,106,510,No,No,0,169.4,107,28.8,197.2,71,16.76,202.2,79,9.1,10.7,4,2.89,1,False,579.5,261,57.550000000000004,0.17001180637544275,1.583177570093458,0.2691588785046729,0.0849898580121704,2.777464788732394,0.23605633802816903,0.04500494559841741,2.559493670886076,0.11518987341772151,0.09930974978429681,2.2203065134099615,0.22049808429118775,0.29232096635030197,0.5004344048653344,0.03341737173763761,0
ND,167,408,Yes,No,0,219.1,100,37.25,242.9,90,20.65,168.9,101,7.6,10.1,4,2.73,2,False,641.0,295,68.23,0.17001369237790964,2.191,0.3725,0.08501440922190201,2.698888888888889,0.22944444444444442,0.04499703966844286,1.6722772277227724,0.07524752475247524,0.1064430577223089,2.1728813559322036,0.23128813559322034,0.34180967238689547,0.5459475304118423,0.07435081664822048,0
WI,35,510,No,Yes,27,241.7,87,41.09,142.0,101,12.07,288.9,68,13.0,9.4,4,2.54,1,False,681.9999999999999,260,68.7,0.1700041373603641,2.77816091954023,0.47229885057471266,0.085,1.4059405940594059,0.11950495049504951,0.04499826929733472,4.248529411764705,0.19117647058823528,0.10073313782991204,2.6230769230769226,0.26423076923076927,0.35439882697947217,0.5981077147016012,0.024585320220946824,0
MO,107,415,No,Yes,22,281.1,83,47.79,143.7,130,12.21,239.4,128,10.77,11.2,9,3.02,1,False,675.4000000000001,350,73.78999999999999,0.17001067235859124,3.3867469879518075,0.5757831325301205,0.08496868475991651,1.1053846153846152,0.09392307692307693,0.044987468671679194,1.8703125,0.084140625,0.10925377554042047,1.929714285714286,0.2108285714285714,0.416197808705952,0.6476487328906356,0.03250225917076773,0
AZ,92,415,Yes,Yes,45,281.1,88,47.79,198.0,103,16.83,94.3,76,4.24,7.5,3,2.03,0,False,580.9,270,70.89,0.17001067235859124,3.1943181818181823,0.5430681818181818,0.08499999999999999,1.9223300970873787,0.16339805825242718,0.04496288441145281,1.2407894736842104,0.05578947368421053,0.12203477362713032,2.1514814814814813,0.26255555555555554,0.4839042864520572,0.6741430385103682,0.0634796180566155,0
VT,38,415,No,No,0,137.8,86,23.43,286.3,76,24.34,167.0,77,7.52,14.1,3,3.81,2,False,605.2,242,59.099999999999994,0.17002902757619737,1.602325581395349,0.27244186046511626,0.08501571777855396,3.767105263157895,0.32026315789473686,0.04502994011976048,2.168831168831169,0.09766233766233766,0.09765366820885656,2.5008264462809917,0.24421487603305783,0.22769332452081956,0.39644670050761427,0.012072677531435972,0
VA,68,408,Yes,No,0,148.5,126,25.25,219.4,125,18.65,198.5,121,8.93,14.5,7,3.92,1,True,580.9,379,56.75,0.17003367003367004,1.1785714285714286,0.2003968253968254,0.08500455788514129,1.7552,0.1492,0.04498740554156171,1.640495867768595,0.07380165289256198,0.0976932346359098,1.5327176781002638,0.14973614775725594,0.25563780340850406,0.44493392070484583,0.9182290977724706,1
NE,123,510,No,No,0,194.0,118,32.98,242.0,114,20.57,146.3,108,6.58,12.1,4,3.27,1,False,594.4,344,63.4,0.16999999999999998,1.6440677966101696,0.2794915254237288,0.085,2.1228070175438596,0.18043859649122806,0.04497607655502392,1.3546296296296296,0.060925925925925925,0.1066621803499327,1.727906976744186,0.18430232558139534,0.32637954239569317,0.5201892744479495,0.032871180798506074,0
WA,75,510,No,Yes,41,130.9,115,22.25,203.4,110,17.29,171.7,68,7.73,12.4,4,3.35,1,False,518.4,297,50.62,0.1699770817417876,1.1382608695652174,0.1934782608695652,0.08500491642084562,1.8490909090909091,0.15718181818181817,0.04502038439138032,2.525,0.1136764705882353,0.09764660493827161,1.7454545454545454,0.17043771043771042,0.2525077160493827,0.4395495851442118,0.02782938918356694,0
NM,153,408,No,No,0,185.3,127,31.5,208.0,73,17.68,206.1,124,9.27,15.1,3,4.08,1,False,614.5,327,62.53,0.1699946033459255,1.4590551181102362,0.24803149606299213,0.08499999999999999,2.8493150684931505,0.2421917808219178,0.044978165938864625,1.6620967741935484,0.07475806451612903,0.10175752644426363,1.879204892966361,0.19122324159021406,0.3015459723352319,0.5037581960658883,0.03807566795753935,0
FL,143,415,No,No,0,119.1,117,20.25,287.7,136,24.45,223.0,100,10.04,12.2,4,3.29,0,False,642.0,357,58.03,0.1700251889168766,1.0179487179487179,0.17307692307692307,0.08498435870698645,2.115441176470588,0.17977941176470588,0.045022421524663674,2.23,0.10039999999999999,0.09038940809968847,1.7983193277310925,0.16254901960784315,0.1855140186915888,0.34895743580906424,0.01924613176486589,0
SC,87,408,No,No,0,322.5,106,54.83,204.6,93,17.39,186.2,128,8.38,9.4,4,2.54,2,True,722.6999999999999,331,83.14,0.17001550387596898,3.042452830188679,0.5172641509433962,0.08499511241446726,2.1999999999999997,0.18698924731182795,0.04500537056928035,1.4546875,0.06546875,0.1150408191504082,2.183383685800604,0.251178247734139,0.44624325446243257,0.6594900168390666,0.9821973093024281,1
IN,100,510,No,No,0,216.2,107,36.75,215.6,84,18.33,138.4,127,6.23,10.2,3,2.75,0,False,580.4,321,64.06,0.16998149861239595,2.020560747663551,0.34345794392523366,0.08501855287569572,2.5666666666666664,0.2182142857142857,0.045014450867052025,1.0897637795275592,0.049055118110236225,0.11037215713301173,1.80809968847352,0.1995638629283489,0.37250172294968986,0.5736809241336247,0.02147916488763555,0
FL,144,415,No,Yes,51,283.9,98,48.26,192.0,109,16.32,196.3,85,8.83,10.0,4,2.7,1,False,682.2,296,76.11,0.16998943289890808,2.896938775510204,0.4924489795918367,0.085,1.761467889908257,0.14972477064220183,0.04498217014773306,2.3094117647058825,0.10388235294117647,0.1115655233069481,2.30472972972973,0.2571283783783784,0.4161536206391087,0.6340822493759033,0.044194504934538296,0
ND,70,415,No,Yes,31,125.9,101,21.4,196.4,102,16.69,252.7,75,11.37,10.3,4,2.78,1,False,585.3,282,52.24,0.1699761715647339,1.2465346534653465,0.21188118811881188,0.084979633401222,1.9254901960784314,0.16362745098039216,0.04499406410763752,3.369333333333333,0.15159999999999998,0.08925337433794636,2.0755319148936167,0.18524822695035462,0.21510336579531866,0.4096477794793261,0.023983196334602747,0
MA,136,408,Yes,No,0,199.6,89,33.93,211.4,96,17.97,72.4,84,3.26,11.0,4,2.97,3,True,494.4,273,58.129999999999995,0.16998997995991985,2.242696629213483,0.3812359550561798,0.08500473036896877,2.2020833333333334,0.18718749999999998,0.04502762430939226,0.861904761904762,0.03880952380952381,0.11757686084142395,1.810989010989011,0.2129304029304029,0.40372168284789645,0.5836917254429727,0.018051133641467817,0
MO,120,415,No,Yes,24,212.7,73,36.16,257.5,103,21.89,227.8,119,10.25,9.7,13,2.62,2,False,707.7,308,70.92,0.1700047014574518,2.9136986301369863,0.4953424657534246,0.08500970873786408,2.5,0.2125242718446602,0.04499561018437225,1.9142857142857144,0.0861344537815126,0.10021195421788893,2.297727272727273,0.23025974025974028,0.3005510809665112,0.5098702763677382,0.00958352214782218,0
WY,104,408,No,No,0,183.6,133,31.21,120.7,98,10.26,215.1,112,9.68,12.7,2,3.43,1,False,532.1,345,54.58,0.16998910675381265,1.3804511278195488,0.23466165413533835,0.08500414250207125,1.2316326530612245,0.1046938775510204,0.04500232450023245,1.9205357142857142,0.08642857142857142,0.10257470400300694,1.5423188405797101,0.15820289855072464,0.3450479233226837,0.5718211799193844,0.012988281320417214,0
CA,75,510,No,Yes,38,163.6,132,27.81,146.7,113,12.47,345.8,115,15.56,13.1,3,3.54,3,False,669.1999999999999,363,59.38,0.1699877750611247,1.2393939393939393,0.21068181818181816,0.08500340831629176,1.298230088495575,0.11035398230088496,0.04499710815500289,3.0069565217391307,0.13530434782608697,0.08873281530185297,1.843526170798898,0.16358126721763086,0.24447101016138675,0.46833950825193665,0.01966933451033786,0
NE,127,510,Yes,No,0,180.9,114,30.75,209.5,118,17.81,249.9,105,11.25,7.4,4,2.0,2,False,647.6999999999999,341,61.81,0.16998341625207297,1.586842105263158,0.26973684210526316,0.08501193317422434,1.7754237288135593,0.1509322033898305,0.04501800720288115,2.38,0.10714285714285714,0.0954299830168288,1.8994134897360702,0.1812609970674487,0.27929597035664666,0.4974923151593593,0.04761231728038716,0
ID,122,510,No,Yes,33,270.8,96,46.04,220.4,110,18.73,169.9,104,7.65,11.8,8,3.19,4,False,672.9,318,75.61,0.17001477104874446,2.8208333333333333,0.4795833333333333,0.08498185117967332,2.003636363636364,0.17027272727272727,0.045026486168334316,1.6336538461538461,0.07355769230769231,0.11236439292614059,2.1160377358490567,0.23776729559748427,0.402437212067172,0.6089141647930167,0.05396788990510913,0
VT,124,415,No,No,0,178.4,72,30.33,233.6,134,19.86,179.4,91,8.07,12.0,2,3.24,0,False,603.4,299,61.5,0.17001121076233183,2.477777777777778,0.42124999999999996,0.08501712328767123,1.7432835820895523,0.14820895522388058,0.04498327759197324,1.9714285714285715,0.08868131868131869,0.10192243950944647,2.0180602006688964,0.205685618729097,0.29565793834935367,0.49317073170731707,0.030019929224768472,0
MO,167,415,Yes,No,0,244.8,91,41.62,60.8,105,5.17,176.7,110,7.95,10.7,3,2.89,2,False,493.0,309,57.63,0.17001633986928102,2.6901098901098903,0.4573626373626373,0.08503289473684211,0.579047619047619,0.04923809523809524,0.04499151103565365,1.6063636363636362,0.07227272727272728,0.11689655172413793,1.5954692556634305,0.18650485436893205,0.4965517241379311,0.7221933020996009,0.026217559878548617,0
VA,89,415,No,Yes,32,209.9,113,35.68,249.8,104,21.23,224.2,92,10.09,8.7,7,2.35,1,False,692.6000000000001,316,69.35,0.16998570747975225,1.8575221238938053,0.3157522123893805,0.08498799039231385,2.401923076923077,0.2041346153846154,0.045004460303300624,2.4369565217391305,0.10967391304347826,0.10012994513427662,2.1917721518987348,0.21946202531645567,0.30306092982962746,0.5144917087238645,0.014804128563493753,0
VT,73,408,No,No,0,213.0,95,36.21,188.8,104,16.05,136.2,89,6.13,13.5,3,3.65,0,False,551.5,291,62.040000000000006,0.17,2.2421052631578946,0.38115789473684214,0.08501059322033898,1.8153846153846156,0.15432692307692308,0.045007342143906025,1.5303370786516852,0.06887640449438202,0.11249320036264733,1.895189003436426,0.21319587628865982,0.386219401631913,0.5836557059961315,0.023370346690884253,0
MS,1,415,No,No,0,144.8,107,24.62,112.5,66,9.56,218.7,79,9.84,13.8,3,3.73,1,False,489.8,255,47.74999999999999,0.17002762430939225,1.3532710280373832,0.23009345794392524,0.08497777777777778,1.7045454545454546,0.14484848484848487,0.044993141289437585,2.7683544303797465,0.12455696202531645,0.09748877092690893,1.9207843137254903,0.1872549019607843,0.29563086974275216,0.5156020942408378,0.025754373677403627,0
KY,60,408,No,No,0,135.4,134,23.02,205.9,85,17.5,204.0,103,9.18,7.9,4,2.13,1,False,553.1999999999999,326,51.83,0.17001477104874446,1.01044776119403,0.1717910447761194,0.08499271491015056,2.4223529411764706,0.20588235294117646,0.045,1.9805825242718447,0.08912621359223301,0.09369125090383226,1.696932515337423,0.1589877300613497,0.24475777295733916,0.4441443179625699,0.03139547382778729,0
WV,77,510,No,No,0,67.7,68,11.51,195.7,86,16.63,236.5,137,10.64,12.0,2,3.24,1,False,511.9,293,42.02,0.17001477104874446,0.9955882352941177,0.16926470588235293,0.08497700562084824,2.275581395348837,0.1933720930232558,0.04498942917547569,1.7262773722627738,0.07766423357664234,0.08208634498925572,1.7470989761092148,0.14341296928327646,0.13225239304551673,0.27391718229414563,0.032438298583983886,0
DC,76,415,No,No,0,224.4,121,38.15,147.9,97,12.57,183.8,74,8.27,6.7,2,1.81,2,False,562.8000000000001,294,60.8,0.17000891265597146,1.8545454545454545,0.3152892561983471,0.08498985801217038,1.5247422680412372,0.12958762886597938,0.04499455930359086,2.483783783783784,0.11175675675675675,0.10803127221037667,1.9142857142857146,0.20680272108843537,0.3987206823027718,0.6274671052631579,0.03665551199031243,0
IA,63,510,No,No,0,153.5,81,26.1,287.3,115,24.42,230.2,85,10.36,6.5,5,1.76,2,False,677.5,286,62.64,0.1700325732899023,1.8950617283950617,0.32222222222222224,0.08499825965889314,2.4982608695652173,0.21234782608695654,0.04500434404865335,2.708235294117647,0.12188235294117647,0.09245756457564576,2.3688811188811187,0.21902097902097903,0.22656826568265684,0.4166666666666667,0.014643175431621816,0
MN,150,415,No,Yes,28,174.4,75,29.65,169.9,80,14.44,201.6,130,9.07,11.0,4,2.97,1,False,556.9,289,56.129999999999995,0.17001146788990823,2.3253333333333335,0.3953333333333333,0.08499117127722189,2.1237500000000002,0.1805,0.044990079365079365,1.5507692307692307,0.06976923076923078,0.10079008798707129,1.9269896193771625,0.19422145328719723,0.31316214760280126,0.5282380188847319,0.02936198537401544,0
VT,101,415,No,No,0,153.8,89,26.15,234.0,89,19.89,196.3,77,8.83,11.6,2,3.13,4,False,595.7,257,58.0,0.17002600780234067,1.7280898876404496,0.29382022471910113,0.085,2.6292134831460676,0.22348314606741573,0.04498217014773306,2.5493506493506497,0.11467532467532468,0.09736444519053214,2.317898832684825,0.22568093385214008,0.2581836494879973,0.4508620689655172,0.07675050745229585,0
AK,132,415,No,Yes,39,175.7,93,29.87,187.2,94,15.91,225.5,118,10.15,8.6,3,2.32,2,False,597.0,308,58.25,0.17000569151963577,1.889247311827957,0.3211827956989247,0.08498931623931624,1.9914893617021276,0.16925531914893618,0.04501108647450111,1.9110169491525424,0.08601694915254238,0.09757118927973199,1.9383116883116882,0.1891233766233766,0.29430485762144054,0.5127896995708154,0.0410624261491317,0
CA,158,510,No,No,0,155.9,123,26.5,224.2,112,19.06,221.0,116,9.95,8.6,8,2.32,2,False,609.7,359,57.830000000000005,0.16998075689544578,1.267479674796748,0.21544715447154472,0.08501338090990188,2.001785714285714,0.17017857142857143,0.04502262443438914,1.9051724137931034,0.08577586206896551,0.09484992619320978,1.6983286908077995,0.16108635097493038,0.25569952435624077,0.45823966799239146,0.019539202917637267,0
